Cement,Slag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,Strength,TotalBinder,WaterToCement,WaterToBinder,SPToBinder,FlyAshToBinder,SlagToBinder
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128,391.34999999999997,0.5800953637009232,0.43832886163280954,0.022665133512201355,0.24438482177079343,0.0
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876,500.1,0.3999200159968006,0.3999200159968006,0.005998800239952009,0.0,0.0
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.322814728,255.0,1.2549019607843137,0.7529411764705882,0.0,0.0,0.4
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.675936308,255.0,1.8823529411764706,0.7529411764705882,0.0,0.0,0.6
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.461329424,336.0,1.106171201061712,0.49613095238095234,0.04642857142857143,0.5514880952380953,0.0
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42357812,318.5,1.1030640668523677,0.49733124018838304,0.05620094191522763,0.5491365777080063,0.0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,551.6,0.4547710976282405,0.2989485134155185,0.021029731689630165,0.0,0.3426395939086294
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.90831981199999,380.0,0.8571428571428571,0.6,0.0,0.0,0.3
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231704,331.0,0.5800604229607251,0.5800604229607251,0.0,0.0,0.0
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.222171176,255.0,0.7529411764705882,0.7529411764705882,0.0,0.0,0.0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712,328.39,0.8463709849878106,0.6026066567191449,0.013907244434970616,0.28801120618776455,0.0
387.0,20.0,94.0,157.0,11.61,938.0,845.0,7.0,41.66503468,501.0,0.40568475452196384,0.313373253493014,0.023173652694610778,0.18762475049900199,0.03992015968063872
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932,452.0,0.4603174603174603,0.32079646017699115,0.013053097345132745,0.0,0.3030973451327434
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632,316.08000000000004,0.8503251520872666,0.5129713996456592,0.024582384206529986,0.39673500379650717,0.0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.48758952,307.0,0.6286644951140065,0.6286644951140065,0.0,0.0,0.0
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28.0,53.52402188,542.0,0.674496644295302,0.37084870848708484,0.01107011070110701,0.1974169741697417,0.25276752767527677
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28.0,23.8903434,549.0,1.1077844311377245,0.33697632058287796,0.012750455373406194,0.3551912568306011,0.3406193078324226
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.023662096,289.0,1.6551724137931034,0.6643598615916955,0.0,0.0,0.5986159169550173
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56.0,31.715896,315.52,0.8753283597772408,0.5280489350912779,0.03131338742393509,0.39674188640973634,0.0
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.4388066,376.0,1.4285714285714286,0.5319148936170213,0.018617021276595744,0.27393617021276595,0.3537234042553192
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28.0,24.84871504,315.52,0.8753283597772408,0.5280489350912779,0.03131338742393509,0.39674188640973634,0.0
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,39.70002808,353.3,0.9599056603773585,0.5759977356354373,0.0,0.0,0.39994339088593267
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3.0,7.31534036,349.21999999999997,0.9350142825752583,0.4874004925262013,0.02345226504782086,0.3492640742225531,0.12945993929328217
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94082508,502.0,0.6550522648083623,0.3745019920318725,0.017928286852589643,0.18725099601593626,0.2410358565737052
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78472376,525.0,0.36,0.36,0.0,0.0,0.0
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.0603742,376.0,1.3835616438356164,0.5372340425531915,0.007978723404255319,0.0,0.6117021276595744
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,23.34565736,549.0,0.3632286995515695,0.29508196721311475,0.02120218579234973,0.14389799635701275,0.04371584699453552
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.84897484,436.0,0.5,0.5,0.0,0.0,0.0
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.0932892,397.0,0.4659949622166247,0.4659949622166247,0.0,0.0,0.0
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28.0,25.74503384,368.0,0.8410326086956521,0.5046195652173913,0.0,0.0,0.39999999999999997
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517132,499.4,1.3553030303030305,0.35822987585102123,0.011013215859030838,0.32218662394873854,0.41349619543452143
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7.0,10.730314988,325.8,1.0904286553141513,0.5699815837937384,0.0,0.0,0.4772866789441375
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56.0,36.3009114,376.0,0.5707446808510638,0.5707446808510638,0.0,0.0,0.0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796,578.9,0.37419851243908697,0.25202971152185183,0.03800310934531007,0.0,0.3264812575574365
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.200357772,483.7,0.9596899224806201,0.3839156501964027,0.0,0.0,0.5999586520570601
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28.0,17.959470848,284.7,1.0675219446320054,0.5553213909378293,0.05655075518089218,0.47980330172110996,0.0
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.55887532,411.0,1.1633986928104576,0.43309002433090027,0.019464720194647202,0.2749391727493917,0.35279805352798055
139.9,132.6,103.3,200.3,7.4,916.0,753.4,28.0,36.443632932,375.79999999999995,1.4317369549678343,0.5329962746141566,0.019691325172964347,0.2748802554550293,0.35284725918041515
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28.0,31.64005364,312.89,0.7496706192358366,0.5091885327111765,0.027837259100642404,0.3207836619898367,0.0
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.26343984,277.0,0.6895306859205776,0.6895306859205776,0.0,0.0,0.0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,49.80085148,606.5,0.5678097003398209,0.30305028854080795,0.016982687551525145,0.0,0.4662819455894477
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.01900564,475.0,0.6857142857142857,0.48,0.0,0.0,0.3
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.63809508,500.0,0.4,0.4,0.0,0.0,0.0
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28.0,45.93978588,387.74,0.724168618266979,0.39874658276164443,0.030071697529272193,0.4493732913808222,0.0
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7.0,10.354550568,306.5,1.6598694942903753,0.6639477977161501,0.0,0.0,0.6
275.0,180.0,120.0,162.0,10.35,830.0,765.0,28.0,76.23536132,575.0,0.5890909090909091,0.2817391304347826,0.018,0.20869565217391303,0.3130434782608696
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.207822168,349.0,1.3753581661891119,0.5501432664756447,0.0,0.0,0.6
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.786922,338.0,1.2451612903225806,0.5710059171597633,0.026627218934911243,0.0,0.5414201183431953
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,531.3,0.3611764705882353,0.2889139845661585,0.031055900621118016,0.0,0.2000752870318088
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,25.60910856945864,640.0,0.42769857433808556,0.328125,0.006140625,0.1921875,0.040625
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28.0,37.81086384,427.08000000000004,0.9915424889246879,0.4035309543879367,0.02278261683993631,0.3744029221691486,0.2186241453591833
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14.0,47.7117392,399.46999999999997,0.5797467441105378,0.4022830250081358,0.028012116053771248,0.06123113124890481,0.24487445865772148
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.679084,464.0,0.6104294478527608,0.42887931034482757,0.023706896551724137,0.2974137931034483,0.0
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100.0,56.8128224,409.4,0.9822155688622755,0.4006595017098193,0.019320957498778702,0.407914020517831,0.18417195896433808
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,34.90127512,485.70000000000005,0.40633041688111166,0.32509779699402924,0.02491249742639489,0.0,0.19991764463660694
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073164,487.20000000000005,0.505413901501921,0.2970032840722495,0.022988505747126433,0.0,0.41235632183908044
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.082437432,397.0,0.46775818639798483,0.46775818639798483,0.0,0.0,0.0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404,349.0,0.5501432664756447,0.5501432664756447,0.0,0.0,0.0
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28.0,40.934879596,403.7,0.592605633802817,0.4168937329700273,0.017835026009412933,0.0,0.29650730740649
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.569747032,334.8,1.1040424121935055,0.49761051373954596,0.03464755077658303,0.5492831541218638,0.0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.3314882,396.41999999999996,0.5797796924419238,0.40230059028303317,0.024973512940820345,0.3061147268049039,0.0
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7.0,21.917063088,570.1,0.8144736842105262,0.3257323276618137,0.0,0.0,0.6000701631292756
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,35.75425543054136,519.0,0.42896935933147634,0.29672447013487474,0.021021194605009633,0.27167630057803466,0.036608863198458574
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,32.823194456,475.0,0.6,0.48,0.0,0.0,0.2
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.923778,310.0,0.6193548387096774,0.6193548387096774,0.0,0.0,0.0
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28.0,22.347985588,289.0,1.6551724137931034,0.6643598615916955,0.0,0.0,0.5986159169550173
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2032056,275.0,0.6654545454545454,0.6654545454545454,0.0,0.0,0.0
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.922658848,322.9,1.1583220568335586,0.5301951068442242,0.006813254877671106,0.0,0.542273149581914
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.1964508,586.2,0.293816631130064,0.23507335380416242,0.05493005800068236,0.0,0.19993176390310474
255.3,98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.798802996,431.1,0.7387387387387386,0.437485502203665,0.01507770818835537,0.1786128508466713,0.2291811644630016
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90.0,38.07424367199999,331.0,0.9667673716012085,0.5800604229607251,0.0,0.0,0.4
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.863763672,508.8,1.0,0.3999606918238994,0.0,0.0,0.6000393081761006
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016,295.2,0.8507294020957469,0.5610433604336044,0.02533875338753388,0.34051490514905147,0.0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3.0,23.80071152,396.41999999999996,0.5797796924419238,0.40230059028303317,0.024973512940820345,0.3061147268049039,0.0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962,333.69,0.8502381289196964,0.5403518235488028,0.01705175462255387,0.36447001708172255,0.0
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14.0,21.50475644,349.21999999999997,0.9350142825752583,0.4874004925262013,0.02345226504782086,0.3492640742225531,0.12945993929328217
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82075636,509.0,0.6142857142857143,0.3379174852652259,0.01768172888015717,0.19646365422396855,0.25343811394891946
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.38950408,315.52,0.8503204791425869,0.5129627281947262,0.03131338742393509,0.39674188640973634,0.0
238.05,0.0,94.11,186.66,7.0,949.91,847.01,56.0,39.58971192,332.16,0.7841209829867675,0.5619580924855491,0.021074181117533716,0.2833273121387283,0.0
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,62.93536928,519.0,0.42896935933147634,0.29672447013487474,0.021021194605009633,0.27167630057803466,0.036608863198458574
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100.0,41.1617172,345.69,0.76736,0.5549480748647633,0.015418438485348145,0.2768087014377043,0.0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088,531.3,0.3562352941176471,0.284961415396198,0.035008469791078495,0.0,0.2000752870318088
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100.0,37.9556538,308.59,0.9927878787878788,0.530833792410642,0.0,0.4652451472828024,6.48109141579442e-05
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28.0,39.455953576,409.8,1.053817271589487,0.4109321620302587,0.029770619814543677,0.0,0.6100536847242557
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42345828,525.0,0.36,0.36,0.0,0.0,0.0
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.694722036,393.0,1.2229299363057324,0.48854961832061067,0.0,0.0,0.6005089058524173
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268,553.0,0.5226775956284153,0.34593128390596745,0.011934900542495479,0.0,0.33815551537070526
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56.0,43.49904084,349.21999999999997,0.9350142825752583,0.4874004925262013,0.02345226504782086,0.3492640742225531,0.12945993929328217
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182,563.2,0.4548128342245989,0.3020241477272727,0.017933238636363633,0.0,0.33593749999999994
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.53207568,350.0,0.58,0.58,0.0,0.0,0.0
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588,382.0,0.4869109947643979,0.4869109947643979,0.0,0.0,0.0
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,39.6621069,353.3,1.4401981599433828,0.5759977356354373,0.0,0.0,0.6000566091140673
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28.0,26.200088,308.59,0.9927878787878788,0.530833792410642,0.0,0.4652451472828024,6.48109141579442e-05
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147,485.70000000000005,0.40633041688111166,0.32509779699402924,0.02491249742639489,0.0,0.19991764463660694
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164,480.0,0.4,0.4,0.0,0.0,0.0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758,348.28,0.849980432230291,0.5612438268060181,0.013293901458596533,0.33969794418284144,0.0
136.0,196.0,98.0,199.0,6.0,847.0,783.0,28.0,26.96540636,430.0,1.463235294117647,0.4627906976744186,0.013953488372093023,0.22790697674418606,0.4558139534883721
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100.0,37.6798634,358.36,0.9093862397029817,0.4374372139747739,0.011552628641589461,0.48099676303158834,0.037978569036722844
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124,500.0,0.4,0.4,0.0,0.0,0.0
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0,36.251958604,475.0,0.96,0.48,0.0,0.0,0.5
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,55.260122448,380.0,0.75,0.6,0.0,0.0,0.2
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818,578.9,0.37419851243908697,0.25202971152185183,0.03800310934531007,0.0,0.3264812575574365
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216,349.0,1.3753581661891119,0.5501432664756447,0.0,0.0,0.6
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.12320644,405.0,0.6426229508196721,0.4839506172839506,0.024691358024691357,0.24691358024691357,0.0
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448,353.37,0.7506364617044229,0.49228853609531087,0.019016894473215043,0.34417183122506156,0.0
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352,431.0,0.7411764705882353,0.4385150812064965,0.013921113689095127,0.17865429234338748,0.2296983758700696
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.447869684,397.0,0.46775818639798483,0.46775818639798483,0.0,0.0,0.0
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864,410.0,1.1375,0.44390243902439025,0.015609756097560977,0.2975609756097561,0.3121951219512195
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365.0,41.052779992,475.0,0.6857142857142857,0.48,0.0,0.0,0.3
277.05,0.0,97.39,160.6,11.83,973.9,875.61,56.0,51.03501352,374.44,0.5796787583468688,0.4289071680376028,0.03159384681123811,0.2600950753124666,0.0
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.15300384,335.35,0.9375296068214117,0.47213359176979275,0.03229461756373937,0.3705084240345907,0.12589831519308184
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.947729812,417.0,1.2200239808153477,0.4880095923261391,0.0,0.0,0.6
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28.0,22.93197176,460.0,1.1576086956521738,0.46304347826086956,0.013043478260869565,0.41304347826086957,0.18695652173913044
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.16693332,540.0,0.32037037037037036,0.32037037037037036,0.0,0.0,0.0
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284,578.0,0.419811320754717,0.3079584775086505,0.01467128027681661,0.22837370242214533,0.03806228373702422
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902,380.0,0.75,0.6,0.0,0.0,0.2
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.65511224399999,380.0,1.2,0.6,0.0,0.0,0.5
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.20308576,425.87,1.0484613086345982,0.4120036630896753,0.01829196703219292,0.3020170474557964,0.3050226594970296
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56.0,51.4349096,387.74,0.724168618266979,0.39874658276164443,0.030071697529272193,0.4493732913808222,0.0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,531.3,0.3611764705882353,0.2889139845661585,0.031055900621118016,0.0,0.2000752870318088
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886903999999,586.2,0.293816631130064,0.23507335380416242,0.05493005800068236,0.0,0.19993176390310474
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566,397.0,0.7795969773299748,0.46775818639798483,0.0,0.0,0.4
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56.0,60.32225524,371.91,0.5805615200745452,0.3853082735070313,0.03223898254954156,0.33631792638003816,0.0
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,32.051670812,425.8,0.7268101761252446,0.4361202442461249,0.0,0.0,0.3999530295913575
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,68.75060685418796,519.0,0.42896935933147634,0.29672447013487474,0.021021194605009633,0.27167630057803466,0.036608863198458574
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100.0,40.85834776,347.84000000000003,0.8500087077673284,0.561263799448022,0.01762304507819687,0.3396964121435142,0.0
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116,332.16,0.7841209829867675,0.5619580924855491,0.021074181117533716,0.2833273121387283,0.0
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28.0,44.63667624,387.74,0.7457142857142858,0.4106102027131583,0.030071697529272193,0.4493732913808222,0.0
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14.0,33.08795324,425.6,1.060969696969697,0.4113251879699248,0.018984962406015035,0.3103853383458646,0.3019266917293233
424.0,22.0,132.0,168.0,8.92,822.0,750.0,7.0,40.28509771527068,578.0,0.39622641509433965,0.2906574394463668,0.015432525951557093,0.22837370242214533,0.03806228373702422
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588,348.28,0.849980432230291,0.5612438268060181,0.013293901458596533,0.33969794418284144,0.0
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.69803960399999,349.0,1.3753581661891119,0.5501432664756447,0.0,0.0,0.6
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.39807748,335.35,0.9375296068214117,0.47213359176979275,0.03229461756373937,0.3705084240345907,0.12589831519308184
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636,475.0,0.6857142857142857,0.48,0.0,0.0,0.3
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84000168,339.0,0.5457227138643068,0.5457227138643068,0.0,0.0,0.0
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,43.01296026,475.0,0.5333333333333333,0.48,0.0,0.0,0.1
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.5035974,371.91,0.5805615200745452,0.3853082735070313,0.03223898254954156,0.33631792638003816,0.0
284.0,15.0,141.0,179.0,5.46,842.0,801.0,56.0,44.52045028472931,440.0,0.6302816901408451,0.4068181818181818,0.01240909090909091,0.32045454545454544,0.03409090909090909
