cement,cement_type,silica_fume,fly_ash,limestone_powder,quartz_powder,glass_powder,rice_husk_ash,metakaolin,ggbfs,slag,nano_caco3,nano_al2o3,nano_tio2,nano_sio2,filler,sand,sand_type,sand_max_size,water,sp_type,sp_amount,curing_method,curing_temp,cs_28d,reference
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,425.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,198.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,340.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,205.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,255.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,201.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,170.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,196.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,85.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,191.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6,170.0,HRWRA,45.0,Standard Curing,,189.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,765.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,182.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,680.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,185.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,595.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,185.5,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,510.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,186.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,425.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,172.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,340.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,170.5,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,255.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,162.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,170.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,159.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,85.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Standard Curing,,169.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6,170.0,HRWRA,45.0,Standard Curing,,157.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,765.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,199.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,680.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,202.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,595.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,203.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,510.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,209.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,425.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,212.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,340.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,218.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,255.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,216.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,170.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,212.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,85.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,210.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,208.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,765.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,194.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,680.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,197.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,595.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,198.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,510.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,200.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,425.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,182.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,340.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,181.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,255.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,178.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,170.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,176.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,85.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,175.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6,170.0,HRWRA,45.0,Steam Curing,70.0,171.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,765.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,210.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,680.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,212.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,595.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,217.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,510.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,225.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,425.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,227.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,340.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,234.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,255.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,232.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,170.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,227.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,85.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,221.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,219.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,765.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,209.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,680.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,210.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,595.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,213.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,510.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,215.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,425.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,198.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,340.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,192.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,255.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,186.5,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,0.0,170.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,185.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,765.0,0.0,0.0,0.0,0.0,0.0,85.0,Quartz Sand,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,183.0,Ref-48-Research
850.0,OPC_53,260.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6,170.0,HRWRA,45.0,Heat Curing,160.0,178.0,Ref-48-Research
750.0,OPC_I,144.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,182.0,PCE_HRWRA,38.0,Standard Curing,20.0,122.0,Ref-49-Research
675.0,OPC_I,144.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,182.0,PCE_HRWRA,38.0,Standard Curing,20.0,125.0,Ref-49-Research
600.0,OPC_I,144.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,182.0,PCE_HRWRA,36.0,Standard Curing,20.0,129.0,Ref-49-Research
525.0,OPC_I,144.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,182.0,PCE_HRWRA,36.0,Standard Curing,20.0,128.0,Ref-49-Research
450.0,OPC_I,144.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,182.0,PCE_HRWRA,34.0,Standard Curing,20.0,121.0,Ref-49-Research
375.0,OPC_I,144.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,990.0,Natural River Sand,1.25,182.0,PCE_HRWRA,30.0,Standard Curing,20.0,117.0,Ref-49-Research
800.0,OPC_42.5,140.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,Natural River Sand,0.6,160.0,PCE_SP,11.28,Standard Curing,20.0,120.0,Ref-50-Research
800.0,OPC_42.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.0,Natural River Sand,0.6,160.0,PCE_SP,12.0,Standard Curing,20.0,110.0,Ref-50-Research
800.0,OPC_42.5,266.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912.0,Natural River Sand,0.6,160.0,PCE_SP,12.8,Standard Curing,20.0,105.0,Ref-50-Research
800.0,OPC_42.5,140.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.0,Natural River Sand,0.6,144.0,PCE_SP,11.28,Standard Curing,20.0,121.0,Ref-50-Research
800.0,OPC_42.5,140.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672.0,Natural River Sand,0.6,176.0,PCE_SP,11.28,Standard Curing,20.0,110.0,Ref-50-Research
800.0,OPC_42.5,140.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,Natural River Sand,0.6,160.0,PCE_SP,13.2,Standard Curing,20.0,120.0,Ref-50-Research
800.0,OPC_42.5,140.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.0,Natural River Sand,0.6,160.0,PCE_SP,9.44,Standard Curing,20.0,111.0,Ref-50-Research
900.0,OPC_42.5,158.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0,Natural River Sand,0.6,180.0,PCE_SP,12.69,Standard Curing,20.0,122.0,Ref-50-Research
900.0,OPC_42.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1629.0,Natural River Sand,0.6,180.0,PCE_SP,13.5,Standard Curing,20.0,125.0,Ref-50-Research
900.0,OPC_42.5,299.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,Natural River Sand,0.6,180.0,PCE_SP,14.4,Standard Curing,20.0,120.0,Ref-50-Research
900.0,OPC_42.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692.0,Natural River Sand,0.6,162.0,PCE_SP,13.5,Standard Curing,20.0,130.0,Ref-50-Research
900.0,OPC_42.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,Natural River Sand,0.6,198.0,PCE_SP,13.5,Standard Curing,20.0,120.0,Ref-50-Research
900.0,OPC_42.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,Natural River Sand,0.6,180.0,PCE_SP,15.75,Standard Curing,20.0,126.0,Ref-50-Research
900.0,OPC_42.5,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1638.0,Natural River Sand,0.6,180.0,PCE_SP,11.25,Standard Curing,20.0,125.0,Ref-50-Research
1000.0,OPC_42.5,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,Natural River Sand,0.6,200.0,PCE_SP,14.1,Standard Curing,20.0,130.0,Ref-50-Research
1000.0,OPC_42.5,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,Natural River Sand,0.6,200.0,PCE_SP,15.0,Standard Curing,20.0,128.0,Ref-50-Research
1000.0,OPC_42.5,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.0,Natural River Sand,0.6,200.0,PCE_SP,16.0,Standard Curing,20.0,125.0,Ref-50-Research
1000.0,OPC_42.5,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,Natural River Sand,0.6,180.0,PCE_SP,14.1,Standard Curing,20.0,135.0,Ref-50-Research
1000.0,OPC_42.5,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,Natural River Sand,0.6,220.0,PCE_SP,14.1,Standard Curing,20.0,121.0,Ref-50-Research
1000.0,OPC_42.5,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.0,Natural River Sand,0.6,200.0,PCE_SP,16.5,Standard Curing,20.0,125.0,Ref-50-Research
1000.0,OPC_42.5,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,Natural River Sand,0.6,200.0,PCE_SP,11.8,Standard Curing,20.0,122.0,Ref-50-Research
700.0,OPC_52.5,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,Natural River Sand,1.25,180.0,PCE_HRWRA,30.0,Standard Curing,20.0,105.0,Ref-51-Research
700.0,OPC_52.5,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,Natural River Sand,1.25,180.0,PCE_HRWRA,30.0,Standard Curing,20.0,115.0,Ref-51-Research
700.0,OPC_52.5,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,Natural River Sand,1.25,180.0,PCE_HRWRA,30.0,Standard Curing,20.0,142.0,Ref-51-Research
700.0,OPC_52.5,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,Natural River Sand,1.25,180.0,PCE_HRWRA,30.0,Standard Curing,20.0,158.0,Ref-51-Research
700.0,OPC_52.5,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,Natural River Sand,1.25,180.0,PCE_HRWRA,30.0,Standard Curing,20.0,162.0,Ref-51-Research
700.0,OPC_52.5,50.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,Natural River Sand,1.25,180.0,PCE_HRWRA,30.0,Standard Curing,20.0,165.0,Ref-51-Research
754.0,OPC_52.5,90.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,Natural River Sand,1.25,198.0,PCE_HRWRA,33.0,Standard Curing,20.0,152.0,Ref-52-Research
754.0,OPC_52.5,72.0,306.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,Natural River Sand,1.25,198.0,PCE_HRWRA,33.0,Standard Curing,20.0,155.0,Ref-52-Research
754.0,OPC_52.5,54.0,306.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,Natural River Sand,1.25,198.0,PCE_HRWRA,33.0,Standard Curing,20.0,160.0,Ref-52-Research
754.0,OPC_52.5,36.0,306.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,Natural River Sand,1.25,198.0,PCE_HRWRA,33.0,Standard Curing,20.0,157.0,Ref-52-Research
754.0,OPC_52.5,18.0,306.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,Natural River Sand,1.25,198.0,PCE_HRWRA,33.0,Standard Curing,20.0,155.0,Ref-52-Research
754.0,OPC_52.5,0.0,306.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,Natural River Sand,1.25,198.0,PCE_HRWRA,33.0,Standard Curing,20.0,156.0,Ref-52-Research
742.0,OPC_I,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,Locally Available Sand,1.0,151.0,PCE_HRWRA,40.0,Heat Curing,90.0,125.0,Ref-53-Research
742.0,OPC_I,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,Locally Available Sand,1.0,151.0,PCE_HRWRA,40.0,Heat Curing,90.0,126.0,Ref-53-Research
742.0,OPC_I,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,Locally Available Sand,1.0,151.0,PCE_HRWRA,40.0,Steam Curing,90.0,135.0,Ref-53-Research
740.0,OPC_I,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,Locally Available Sand,1.0,160.0,PCE_HRWRA,40.0,Steam Curing,90.0,122.0,Ref-53-Research
776.0,OPC_I,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,Locally Available Sand,1.0,163.0,PCE_HRWRA,41.0,Steam Curing,90.0,140.0,Ref-53-Research
776.0,OPC_I,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,Locally Available Sand,1.0,163.0,PCE_HRWRA,41.0,Steam Curing,90.0,140.0,Ref-53-Research
780.0,OPC_I,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.0,Locally Available Sand,1.0,140.0,PCE_HRWRA,40.0,Steam Curing,90.0,122.0,Ref-53-Research
740.0,OPC_I,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,Locally Available Sand,1.0,160.0,PCE_HRWRA,40.0,Steam Curing,90.0,122.0,Ref-53-Research
792.0,OPC_42.5,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River Sand,2.36,173.0,PCE_SP,21.1,Standard Curing,20.0,150.0,Ref-54-Research
634.0,OPC_42.5,264.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River Sand,2.36,173.0,PCE_SP,21.1,Standard Curing,20.0,145.0,Ref-54-Research
475.0,OPC_42.5,264.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River Sand,2.36,173.0,PCE_SP,21.1,Standard Curing,20.0,148.0,Ref-54-Research
317.0,OPC_42.5,264.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River Sand,2.36,173.0,PCE_SP,21.1,Standard Curing,20.0,145.0,Ref-54-Research
792.0,OPC_42.5,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River Sand,2.36,173.0,PCE_SP,21.1,Standard Curing,20.0,150.0,Ref-54-Research
634.0,OPC_42.5,264.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River Sand,2.36,173.0,PCE_SP,21.1,Standard Curing,20.0,143.0,Ref-54-Research
475.0,OPC_42.5,264.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River Sand,2.36,173.0,PCE_SP,21.1,Standard Curing,20.0,146.0,Ref-54-Research
317.0,OPC_42.5,264.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River Sand,2.36,173.0,PCE_SP,21.1,Standard Curing,20.0,140.0,Ref-54-Research
792.0,OPC_42.5,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River Sand,2.36,173.0,PCE_SP,21.1,Hot Water Curing,90.0,195.0,Ref-54-Research
634.0,OPC_42.5,264.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,Natural River Sand,2.36,173.0,PCE_SP,21.1,Hot Water Curing,90.0,180.0,Ref-54-Research
